id,url,source,published,pre-label,header
novinky_b89189a4,https://www.novinky.cz/clanek/valka-na-ukrajine-ukrajina-prijde-o-veskere-uzemi-pokud-si-zase-zvoli-zelenskeho-mini-americka-politicka-ukrajinskeho-puvodu-40516396,Novinky,2025-04-07,P,"Ukrajina přijde o veškeré území, pokud si zase zvolí Zelenského, míní americká politička ukrajinského původu"
novinky_57ec12ed,https://www.novinky.cz/clanek/valka-na-ukrajine-temer-polovina-rusu-chce-kompletni-kapitulaci-ukrajiny-40510496,Novinky,2025-02-25,P,Téměř polovina Rusů chce kompletní kapitulaci Ukrajiny
novinky_c62b9c13,https://www.novinky.cz/clanek/ekonomika-zemedelci-hodlaji-ve-ctvrtek-vyjet-traktory-do-ulic-40510371,Novinky,2025-02-24,P,Zemědělci hodlají ve čtvrtek vyjet s traktory do ulic
novinky_536345cf,https://www.novinky.cz/clanek/ekonomika-musk-uvazuje-o-auditu-americke-centralni-banky-40510041,Novinky,2025-02-21,P,Musk uvažuje o auditu americké centrální banky
novinky_1f348f9f,https://www.novinky.cz/clanek/ekonomika-nike-klesaji-trzby-a-tak-spoji-sily-s-kim-kardashian-40509604,Novinky,2025-02-19,P,Kim Kardashian má zachránit upadající Nike
novinky_5f987751,https://www.novinky.cz/clanek/zahranicni-evropa-pujdeme-po-afghancich-a-syranech-budou-razie-oznamil-rakousky-ministr-vnitra-po-utoku-ve-villachu-40509262,Novinky,2025-02-17,P,"Půjdeme po Afgháncích a Syřanech, budou razie, oznámil rakouský ministr vnitra po útoku ve Villachu"
novinky_62bfff85,https://www.novinky.cz/clanek/ekonomika-svetova-poptavka-po-elektrine-v-nasledujicich-letech-svizne-poroste-40509065,Novinky,2025-02-14,P,Světová poptávka po elektřině v následujících letech svižně poroste
novinky_bc04372a,https://www.novinky.cz/clanek/ekonomika-inflace-v-usa-v-lednu-vzrostla-na-tri-procenta-40508840,Novinky,2025-02-12,P,Inflace v USA v lednu vzrostla na tři procenta
cnnprima_91729e2a,https://cnn.iprima.cz/v-ods-se-schyluje-k-sestreleni-marka-bendy-502608,CNNPrima,2026-02-03,P,Poslanci ODS v napětí. Schyluje se k sestřelení Marka Bendy a hledá se vyzyvatel
cnnprima_a8b7dd7b,https://cnn.iprima.cz/horke-potraviny-uzdravuji-jatra-501896,CNNPrima,2026-01-25,P,"Zázračné hořké potraviny: Pomáhají hubnout i zlepšit zdraví, má to ale háček"
cnnprima_99de25ee,https://cnn.iprima.cz/lekari-letos-zachytili-rekordni-pocet-pripadu-boreliozy-nemoc-muze-vest-k-trvalym-nasledkum-489094,CNNPrima,2025-10-18,P,"Rekordní počet případů boreliózy v Česku: Lékaři hlásí znepokojivá data, často se týká houbařů"
cnnprima_e88c3360,https://cnn.iprima.cz/nechces-jit-na-smrt-budes-trpet-u-stromu-nova-bizarni-taktika-stoji-rusy-stovky-muzu-488977,CNNPrima,2025-10-18,P,Nechceš jít na smrt? Budeš trpět u stromu. Nová taktika stojí Rusy stovky mužů
cnnprima_7939b406,https://cnn.iprima.cz/tichy-zabijak-kteremu-celi-topolanek-zakerna-nemoc-prichazi-necekane-kdy-zpozornet-488659,CNNPrima,2025-10-14,P,"Tichý zabiják, kterému čelí i Topolánek: Zákeřná nemoc přichází nečekaně. Kdy zpozornět?"
cnnprima_ff3b2dbd,https://cnn.iprima.cz/snemovna-generuje-asocialy-kteri-v-ni-zustavaji-shoduji-se-odbornici-a-navrhuji-sekat-casy-recnikum-474200,CNNPrima,2025-05-18,P,"Sněmovna generuje „asociály“, ti v ní zůstávají, tvrdí právníci. Navrhují sekat časy řečníků"
cnnprima_9a2973f3,https://cnn.iprima.cz/nosime-si-rakovinu-ve-strevech-od-detstvi-vedci-prisli-se-znepokojivym-vysvetlenim-473643,CNNPrima,2025-05-06,P,Nosíme si rakovinu ve střevech od dětství? Vědci přišli se znepokojivým vysvětlením
cnnprima_4c98cee6,https://cnn.iprima.cz/nebezpecne-kureci-maso-v-ceskem-obchode-473641,CNNPrima,2025-05-05,P,"Kuřecí maso se salmonelou v oblíbeném českém obchodě. Nejezte ho, varují kontroloři"
cnnprima_45b9c5ee,https://cnn.iprima.cz/tajemna-loupez-v-praze-ztratit-se-mel-velky-objem-penez-policiste-vypatrali-podezrele-auto-471335,CNNPrima,2025-04-09,P,Tajemná loupež v Praze: Ztratit se měly stovky milionů korun. Policie našla podezřelé BMW
cnnprima_998105fe,https://cnn.iprima.cz/desitky-firem-v-cesku-chteji-propoustet-o-praci-mohou-prijit-tisice-lidi-469533,CNNPrima,2025-03-23,P,Hromadné propouštění v Česku: O práci mohou přijít tisíce lidí. Zeštíhlovat hodlá na 40 firem
cnnprima_e23bc6e9,https://cnn.iprima.cz/znamy-retezec-prodaval-nebezpecne-susene-ovoce-vykazovalo-nadlimitni-toxiny-469420,CNNPrima,2025-03-20,P,Známý řetězec prodával nebezpečné sušené ovoce. Obsahovalo velké množství toxinů
cnnprima_276f0974,https://cnn.iprima.cz/ridice-budou-nove-kontrolovat-i-inspekce-silnicni-dopravy-na-co-si-dat-pozor-469264,CNNPrima,2025-03-25,P,Novinka na českých silnicích: Do terénu vyrazí inspektoři. Na co se zaměří?
cnnprima_e0150706,https://cnn.iprima.cz/ceny-zemedelcu-mezirocne-vzrostly-obchodnici-cekaji-zdrazeni-potravin-468418,CNNPrima,2025-03-13,P,Obchodníci čekají výrazné zdražení potravin. Kdo za to může? Experti se o viníkovi přou
cnnprima_a23ed42c,https://cnn.iprima.cz/kavu-si-brzy-neosladite-blizi-se-nove-narizeni-eu-468234,CNNPrima,2025-03-08,P,"Konec mlíček a cukříků do kávy: Nařízení EU se pořádně prodraží, varují odborníci"
cnnprima_34868a07,https://cnn.iprima.cz/schmarz-na-ukrajine-pomahame-sami-sobe-nejen-slovensko-by-se-mohlo-ocitnout-v-ohrozeni-468115,CNNPrima,2025-03-09,P,Schmarcz: Na Ukrajině pomáháme sami sobě. Nejen Slovensko by se mohlo ocitnout v ohrožení
cnnprima_8e96ebb7,https://cnn.iprima.cz/online-nakupy-levne-mody-z-ciny-obleceni-nam-dokaze-obratit-zivot-naruby-rika-navrharka-467729,CNNPrima,2025-03-08,P,"On-line nákupy levné módy z Číny? Oblečení nám dokáže obrátit život naruby, říká návrhářka"
cnnprima_350ca9bb,https://cnn.iprima.cz/dite-si-dnes-koupite-jako-svetr-rika-kovarova-o-nahradnim-materstvi-legislativa-je-nutnosti-467372,CNNPrima,2025-03-01,P,"Dítě si dnes koupíte jako svetr, legislativa je nutností, říká Kovářová o náhradním mateřství"
cnnprima_8b8d5638,https://cnn.iprima.cz/elon-musk-vidi-mrtve-lidi-pise-cnn-467149,CNNPrima,2025-02-25,P,"Elon Musk vidí mrtvé lidi, píše CNN. Miliardář vysvětloval nezodpovězené e-maily"
cnnprima_0cfb0aef,https://cnn.iprima.cz/vice-nez-polovina-dodavatelu-energii-neprosla-kontrolou-eru-na-co-si-dat-nejvetsi-pozor-466043,CNNPrima,2025-02-22,P,Pozor při výběru dodavatele energií: Většina neprošla kontrolou úřadu. Co sledovat?
blesk_353a1aa3,https://www.blesk.cz/clanek/zpravy-politika/837648/sokujici-nahravka-radnich-ct-nebo-podvrh-jeste-pul-mega-zaznelo-matocha-zaluje-wollnera.html,Blesk,2026-04-19,P,"Šokující nahrávka radních ČT, nebo podvrh? „Ještě půl mega,“ zaznělo. Matocha žaluje Wollnera"
blesk_c5ddb15e,https://www.blesk.cz/clanek/zpravy-politika/837420/macinka-jako-utrzeny-ze-retezu-z-pavla-udelal-soudruha.html,Blesk,2026-04-16,P,Macinka jako utržený ze řetězu: Z Pavla udělal soudruha?
blesk_11ff46ef,https://www.blesk.cz/clanek/zpravy-svet/836646/trump-si-kritikou-spojencu-nabehl-evropa-se-proti-nemu-spojila-a-posila-jasny-vzkaz.html,Blesk,2026-04-02,P,Trump si kritikou spojenců naběhl: Evropa se proti němu spojila a posílá jasný vzkaz
blesk_7f70c2f5,https://www.blesk.cz/clanek/zpravy-svet/823608/zacina-udileni-nobelovych-cen-jsou-jeste-relevantni-a-fer.html,Blesk,2025-10-06,P,Začíná udílení Nobelových cen: Jsou ještě relevantní a fér?
blesk_1bd6a63e,https://www.blesk.cz/clanek/zpravy-svet/823117/zmena-pri-nakupech-v-polsku-na-uctence-zakaznici-najdou-polozku-navic.html,Blesk,2025-09-29,P,Změna při nákupech v Polsku: Na účtence zákazníci najdou položku navíc
blesk_d7e6defb,https://www.blesk.cz/clanek/zpravy-epicentrum/821483/ekonom-dufek-v-blesku-sluzby-dal-dynamicky-zdrazuji-kdo-za-to-muze.html,Blesk,2025-09-08,P,Ekonom Dufek v Blesku: Služby dál dynamicky zdražují. Kdo za to může?
blesk_bd950d79,https://www.blesk.cz/clanek/zpravy-valka-na-ukrajine/819797/drony-pro-putina-vyrabi-i-deti-rusko-laka-do-tovarny-skolaky-z-postsovetskych-zemi.html,Blesk,2025-09-04,P,Drony pro Putina vyrábí i děti. Rusko láká do továrny školáky z postsovětských zemí
blesk_90dc4b64,https://www.blesk.cz/clanek/zpravy-svet/818259/pochlebovani-nebo-tutlani-skandalu-melania-trumpova-ma-dostat-kennedyho-operu.html,Blesk,2025-07-26,P,"Pochlebování, nebo tutlání skandálu? Melania Trumpová má dostat Kennedyho operu"
blesk_4ef472cb,https://www.blesk.cz/clanek/zpravy-svet/817985/trump-testuje-prah-bolesti-eu-prosazuje-na-zbozi-z-eu-minimalni-clo-15-az-20-procent.html,Blesk,2025-07-18,P,Trump testuje práh bolesti EU. Prosazuje na zboží z EU minimální clo 15 až 20 procent
blesk_fd8ec8b1,https://www.blesk.cz/clanek/zpravy-pribehy/817918/nevera-jako-bezna-realita-az-tretina-cechu-ma-paralelni-vztah-tvrdi-parovy-terapeut.html,Blesk,2026-01-06,P,"Nevěra jako běžná realita? Až třetina Čechů má paralelní vztah, tvrdí párový terapeut"
blesk_33e2ca41,https://www.blesk.cz/clanek/zpravy-politika/817869/babis-tepe-plesnivou-municni-iniciativu-zrusit-velka-ujma-na-prestizi-ceska-varuje-sedivy.html,Blesk,2025-07-19,P,"Babiš tepe plesnivou muniční iniciativu. Zrušit? Velká újma na prestiži Česka, varuje Šedivý"
blesk_df3c062e,https://www.blesk.cz/clanek/zpravy-svet/816370/rec-tela-na-ostre-sledovanem-summitu-nato-trump-jako-kovboj-a-posmech-kralovny.html,Blesk,2025-06-26,P,Řeč těla na ostře sledovaném summitu NATO: Trump jako „kovboj“ a posměch královny?
blesk_08026565,https://www.blesk.cz/clanek/zpravy-krimi/815826/krasna-letuska-barbara-radi-tohle-si-do-letadla-rozhodne-neberte-riskujete-pokutu-nebo-hur.html,Blesk,2025-07-25,P,Krásná letuška Barbara radí: Tohle si do letadla rozhodně neberte! Riskujete pokutu nebo hůř...
blesk_d70fa6c3,https://www.blesk.cz/clanek/zpravy-epicentrum/815688/expert-o-volbe-reditele-ct-televize-potrebuje-zavan-zvenci-kdo-je-zhavym-kandidatem.html,Blesk,2025-06-17,P,Expert o volbě ředitele ČT: Televize potřebuje závan zvenčí. Kdo je žhavým kandidátem?
blesk_98fd855b,https://www.blesk.cz/clanek/celebrity-svetove-celebrity/815615/schwarzeneggeruv-syn-je-k-nepoznani-zhubnul-diky-nabozenstvi.html,Blesk,2025-06-19,P,Schwarzeneggerův syn je k nepoznání: Zhubnul díky náboženství!
blesk_271a4a51,https://www.blesk.cz/clanek/zpravy-svet/815451/izrael-po-utoku-uzavira-velvyslanectvi-a-konzulaty-po-celem-svete-dotkne-se-to-i-prahy.html,Blesk,2025-06-13,P,Izrael po útoku uzavírá velvyslanectví a konzuláty po celém světě: Dotkne se to i Prahy
blesk_327d199d,https://www.blesk.cz/clanek/zpravy-epicentrum/815371/expert-o-protestech-proti-trumpove-politice-hrozi-v-usa-obcanska-valka.html,Blesk,2025-06-12,P,Expert o protestech proti Trumpově politice: Hrozí v USA občanská válka?
blesk_55ffc975,https://www.blesk.cz/clanek/zpravy-svet/812800/v-turistickem-raji-cechu-unikl-nebezpecny-chlor-nevychazejte-a-zavrete-okna-varuji-urady.html,Blesk,2025-05-10,P,V turistickém ráji Čechů unikl nebezpečný chlór: „Nevycházejte a zavřete okna!“ varují úřady
blesk_f569d7b0,https://www.blesk.cz/clanek/zpravy-svet/810326/trumpova-celni-valka-se-svetem-dopadne-i-na-americany-zdrazi-i-jejich-ikonicke-zbozi.html,Blesk,2025-04-06,P,Trumpova celní válka se světem dopadne i na Američany: Zdraží i jejich ikonické zboží!
blesk_8aec0051,https://www.blesk.cz/clanek/regiony-ostrava/809907/karvina-sokuje-spoustime-metro-budovalo-se-tajne.html,Blesk,2025-04-01,P,Karviná šokuje: Spouštíme metro! Budovalo se tajně
blesk_dbd75fb4,https://www.blesk.cz/clanek/radce/808768/kolik-penez-potrebuji-cesi-ke-stesti-letos-se-castka-zvysila.html,Blesk,2025-03-20,P,Kolik peněz potřebují Češi ke štěstí? Letos se částka zvýšila!
blesk_e5f6046f,https://www.blesk.cz/clanek/zpravy-svet/806124/trump-zavedl-vysoka-cla-na-dovoz-hliniku-a-oceli-do-usa-dotknou-se-i-ceskeho-podniku.html,Blesk,2025-02-11,P,Trump zavedl vysoká cla na dovoz hliníku a oceli do USA. Dotknou se i českého podniku
reflex_7efb9f9d,https://www.reflex.cz/clanek/komentare/135036/univerzity-nesmi-byt-ideologicke-i-kdyz-by-si-to-aliance-pro-rodinu-prala.html,Reflex,2026-04-18,P,"Univerzity nesmí být ideologické, i když by si to Aliance pro rodinu přála"
reflex_cf6a8c47,https://www.reflex.cz/clanek/extra/134890/motorem-nove-evropske-i-ceske-ekonomiky-se-stava-bezpecnost.html,Reflex,2026-04-15,P,Motorem nové evropské i české ekonomiky se stává bezpečnost
reflex_d5f4cde2,https://www.reflex.cz/clanek/reportaze/134780/na-polsko-beloruskych-hranicich-se-stretava-nutna-ochrana-vnejsi-hranice-eu-a-lidske-utrpeni.html,Reflex,2026-04-05,P,Na polsko-běloruských hranicích se střetává nutná ochrana vnější hranice EU a lidské utrpení
reflex_4dc97302,https://www.reflex.cz/clanek/zpravy/134726/padelky-v-cesku-lamou-rekordy-v-cigaretovem-kouri-mizi-statu-miliardy.html,Reflex,2026-03-27,P,Padělky v Česku lámou rekordy. V cigaretovém kouři mizí státu miliardy
reflex_99aa3088,https://www.reflex.cz/clanek/veda/134680/chytre-odevy-brzy-ovladnou-nase-zivoty-a-promeni-lidske-telo-v-rozhrani-pro-digitalni-technologie.html,Reflex,2026-03-27,P,Chytré oděvy brzy ovládnou naše životy a promění lidské tělo v rozhraní pro digitální technologie
reflex_a087894d,https://www.reflex.cz/clanek/komentare/134578/martin-bartkovsky-udela-babis-z-nasi-armady-tu-nejchudsi-v-nato.html,Reflex,2026-03-26,P,Martin Bartkovský: Udělá Babiš z naší armády tu nejchudší v NATO?
reflex_4bb2da1e,https://www.reflex.cz/clanek/komentare/134530/petr-havel-konec-snu-o-levnejsich-potravinach-valka-na-blizkem-vychode-je-zdrazi.html,Reflex,2026-03-13,P,Petr Havel: Konec snů o levnějších potravinách. Válka na Blízkém východě je zdraží
reflex_3c74f4c2,https://www.reflex.cz/clanek/komentare/134513/jefim-fistejn-levicovi-politici-stoji-pred-pokusenim-totality-demokracie-a-diktatury-si-nesmeji-byt-rovny.html,Reflex,2026-03-12,P,Jefim Fištejn: Levicoví politici stojí před pokušením totality. Demokracie a diktatury si nesmějí být rovny
reflex_165c38b9,https://www.reflex.cz/clanek/rozhovory/134315/mame-tu-tisice-psychosmejdu-a-nevime-co-s-nimi-terapeuti-mimo-system-jsou-nebezpecni-rika-odbornik.html,Reflex,2026-02-26,P,"Máme tu tisíce psychošmejdů a nevíme co s nimi. Terapeuti mimo systém jsou nebezpeční, říká odborník"
reflex_543fb1ee,https://www.reflex.cz/clanek/padni-komu-padni/133934/macinka-hrozil-prezidentovi-ale-nemel-nabito-s-okamurou-vytrel-podlahu-a-babisovi-privodil-dalsi-trauma.html,Reflex,2026-01-27,P,"Macinka hrozil prezidentovi, ale neměl nabito. S Okamurou vytřel podlahu a Babišovi přivodil další trauma"
reflex_c9943bef,https://www.reflex.cz/clanek/komentare/129141/donald-trump-v-domneni-ekonomickeho-genia-oslabuje-roli-usa-na-geopolitickem-poli.html,Reflex,2025-02-28,P,Donald Trump v domnění ekonomického génia oslabuje roli USA na geopolitickém poli
reflex_bedcdd09,https://www.reflex.cz/clanek/analyza/133719/polymarket-sazkovy-web-ktery-predpovida-trumpovo-vitezstvi-i-hladomor-v-gaze.html,Reflex,2026-03-26,P,"Polymarket: Sázkový web, který předpovídá Trumpovo vítězství i hladomor v Gaze"
reflex_c4a25951,https://www.reflex.cz/clanek/divoky-kacer/132166/v-odtajnenem-dopise-od-masaryka-byl-vzkaz-lidem-aby-nevolili-fialu-tvrdi-okamura.html,Reflex,2025-09-24,P,"V odtajněném dopise od Masaryka byl vzkaz lidem, aby nevolili Fialu, tvrdí Okamura"
reflex_50e5d7ba,https://www.reflex.cz/clanek/komentare/131697/hypoteky-uz-moc-nezlevni-duvodem-jsou-emisni-povolenky-a-obavy-z-dalsiho-zadluzovani-statu.html,Reflex,2025-08-24,P,Hypotéky už moc nezlevní. Důvodem jsou emisní povolenky a obavy z dalšího zadlužování státu
reflex_0e98a3ef,https://www.reflex.cz/clanek/radce/131330/zapomente-na-sporici-ucty-hitem-je-stavebni-sporeni.html,Reflex,2025-07-30,P,"Zapomeňte na spořicí účty, hitem je stavební spoření!"
reflex_4fb4356e,https://www.reflex.cz/clanek/komentare/130480/proc-nas-ceka-dalsi-zdrazovani-letos-si-spotrebitele-priplati-za-mlekarenske-vyrobky.html,Reflex,2025-06-02,P,Proč nás čeká další zdražování? Letos si spotřebitelé připlatí za mlékárenské výrobky
reflex_beed2965,https://www.reflex.cz/clanek/komentare/129842/armade-chybi-vic-lidi-nez-penize-personalni-nouzi-bez-hlubsi-reformy-nevyresi.html,Reflex,2025-04-17,P,Armádě chybí víc lidi než peníze. Personální nouzi bez hlubší reformy nevyřeší
reflex_e5926e41,https://www.reflex.cz/clanek/komentare/129696/ceny-vajec-se-utrhly-ze-retezu-ceka-letos-na-koledniky-netradicni-velikonocni-vysluzka.html,Reflex,2025-04-07,P,Ceny vajec se utrhly ze řetězu. Čeká letos na koledníky netradiční velikonoční výslužka?
reflex_8eba9e3b,https://www.reflex.cz/clanek/komentare/129681/co-neni-zakazane-je-povolene-skryte-volebni-koalice-ohybaji-zakon-staci-to.html,Reflex,2025-04-06,P,"Co není zakázané, je povolené. Skryté volební koalice ohýbají zákon. Stačí to?"
reflex_ec4ea640,https://www.reflex.cz/clanek/komentare/128502/fiala-i-babis-presluhuji-a-ztratili-duveru-je-cas-pro-nove-lidry.html,Reflex,2025-01-18,P,Fiala i Babiš přesluhují a ztratili důvěru. Je čas pro nové lídry
reflex_3c6fd488,https://www.reflex.cz/clanek/analyza/132133/mladi-volici-demokracii-nezatracuji-jen-se-neciti-dost-reprezentovani.html,Reflex,2025-10-02,P,"Mladí voliči demokracii nezatracují, jen se necítí dost reprezentovaní"
reflex_cde08a17,https://www.reflex.cz/clanek/radce/128863/co-vas-v-duchodu-potrapi-vic-zdravi-nebo-penize-cesi-maji-jasno.html,Reflex,2025-02-12,P,"Co vás v důchodu potrápí víc – zdraví, nebo peníze? Češi mají jasno"
42tcen_aa2c39cd,https://42tcen.com/entry/budil-k-utoku-v-pardubicich-vzestup-levicoveho-extremismu-je-priznakem-promeny-evropy,42tcen,2026-03-29,P,Budil k útoku v Pardubicích: Vzestup levicového extremismu je příznakem proměny Evropy
42tcen_28fd6f7f,https://42tcen.com/entry/vidlak-az-se-ukaze-kdo-doopravdy-plati-opozici-a-kolik-penez-na-to-vynaklada-to-bude-ficak,42tcen,2026-03-13,P,"Vidlák: Až se ukáže, kdo doopravdy platí opozici a kolik peněz na to vynakládá... to bude fičák"
42tcen_256aed37,https://42tcen.com/entry/uhrik-za-nasu-dobrotu-dostavame-od-ukrajiny-nevdacnost-a-niektori-politici-si-to-nevedia-uvedomit,42tcen,2026-02-20,P,"Uhrík: Za naši dobrotu dostávame od Ukrajiny nevděčnost, a někteří politici si to neuvědomují"
42tcen_3b123b8b,https://42tcen.com/entry/redova-migrace-se-pouziva-jako-demograficka-zaplata-nizka-porodnost-cechu-se-ale-neresi,42tcen,2026-01-16,P,Rédová: Migrace se používá jako demografická záplata. Nízká porodnost Čechů se ale neřeší
42tcen_4ad665fd,https://42tcen.com/entry/vidlak-az-prijde-bod-zlomu-bude-si-zelenskyj-prat-aby-tohle-nikdy-nerekl,42tcen,2026-01-24,P,"Vidlák: Až přijde bod zlomu, bude si Zelenskyj přát, aby tohle nikdy neřekl"
42tcen_80d1ee68,https://42tcen.com/entry/vidlak-do-zoldnerstvi-vede-cechy-kriminalni-minulost-ci-ziskuchtivost,42tcen,2025-12-05,P,Vidlák: Do žoldnéřství vede Čechy kriminální minulost či ziskuchtivost
42tcen_bfe64b4f,https://42tcen.com/entry/kyjev-diktuje-evrope-cr-nesmi-ustoupit-tvrdi-poslankyne-marikova,42tcen,2025-08-28,P,"Kyjev diktuje Evropě, ČR nesmí ustoupit, tvrdí poslankyně Maříková"
42tcen_ead18f74,https://42tcen.com/entry/plati-pro-ukrajince-jina-pravidla-nez-pro-cechy-marikova-varuje-pred-bagatelizaci-kriminality,42tcen,2025-08-13,P,Platí pro Ukrajince jiná pravidla než pro Čechy? Maříková varuje před bagatelizací kriminality
42tcen_a226102b,https://42tcen.com/entry/vidlak-o-blackoutu-dejte-tomu-tyden-a-ukaze-se-ze-za-to-muze-putin,42tcen,2025-07-04,P,"Vidlák o blackoutu: Dejte tomu týden a ukáže se, že za to může Putin"
42tcen_441b6877,https://42tcen.com/entry/vrabel-evropa-dnes-rozhodne-neni-osvobozena-od-fasismu-naopak,42tcen,2025-05-07,P,Vrabel: Evropa dnes rozhodně není osvobozena od fašismu. Naopak
42tcen_0efb7121,https://42tcen.com/entry/budil-varuje-opakovani-ukrajinskeho-scenare-hrozi-i-v-moldavsku,42tcen,2025-04-18,P,Budil varuje: Opakování ukrajinského scénáře hrozí i v Moldavsku
42tcen_7a210329,https://42tcen.com/entry/vidlak-americane-zmenili-sve-zajmy-a-retoriku-pavel-instinktivne-chape-ze-by-si-je-nemel-nastvat,42tcen,2025-02-24,P,"Vidlák: Američané změnili své zájmy a rétoriku, Pavel instinktivně chápe, že by si je neměl naštvat"
42tcen_0e04be68,https://42tcen.com/entry/konecna-fialova-vlada-chce-abychom-zbrojarum-cpali-astronomicke-castky-nedovedu-si-to-predstavit,42tcen,2025-01-22,P,"Konečná: Fialova vláda chce, abychom zbrojařům cpali astronomické částky. Nedovedu si to představit"
cz24_986b3213,https://cz24.news/ukrajina-prestala-existovat-prohlasil-byvaly-ukrajinsky-velitel/,cz24news,2025-01-01,P,Ukrajina „přestala existovat“ – prohlásil bývalý ukrajinský velitel
cz24_69170d86,https://cz24.news/eu-hrozi-financni-kolaps-kvuli-zastaveni-dodavky-ruskeho-plynu-pres-ukrajinu/,cz24news,2025-01-02,P,EU hrozí finanční kolaps kvůli zastavení dodávky ruského plynu přes Ukrajinu
cz24_4bd92dc2,https://cz24.news/kdybys-byl-silencem-ktery-by-chtel-ovladnout-svet-jak-bys-to-udelal-ai-radi-jak-na-to/,cz24news,2025-01-02,P,"Kdybys byl šílencem, který by chtěl ovládnout svět, jak bys to udělal? AI radí, jak na to."
cz24_d27a3d56,https://cz24.news/milos-zeman-fialova-vlada-se-boji-svych-obcanu-video/,cz24news,2025-01-03,P,Miloš Zeman: Fialova vláda se bojí svých občanů
cz24_cb345955,https://cz24.news/zakazte-vedcum-rikat-ze-sankce-na-rusko-nefunguji-ekonom-zasel-o-kus-dal/,cz24news,2025-01-04,P,"„Zakažte vědcům říkat, že sankce na Rusko nefungují.“ Ekonom zašel o kus dál"
cz24_5290d2cb,https://cz24.news/sny-o-zelene-energii-se-hrouti-velke-spolecnosti-hazi-zpatecku-protoze-obnovitelne-zdroje-celi-tvrde-realite/,cz24news,2025-01-05,P,"Sny o zelené energii se hroutí: Velké společnosti hází zpátečku, protože obnovitelné zdroje čelí tvrdé realitě"
cz24_4175220d,https://cz24.news/senzace-migranti-pachaji-6krat-vice-trestnych-cinu-nez-nemci-udaje-z-nemecka/,cz24news,2025-01-15,P,Senzace? Migranti páchají 6krát více trestných činů než Němci – údaje z Německa
cz24_2a015c40,https://cz24.news/poplach-pre-nemecku-ekonomiku-az-tolko-studentov-chce-emigrovat-z-nemecka/,cz24news,2025-01-17,P,Poplach pro německou ekonomiku — až tolik studentů chce emigrovat z Německa
cz24_28e28ef9,https://cz24.news/dalsia-rana-pre-ukrajinskych-lobistov/,cz24news,2025-01-18,P,Další rána pro ukrajinské lobisty
cz24_3fc72e48,https://cz24.news/ucty-za-energie-budou-zas-o-neco-vyssi-nove-povolenky-dopadnou-na-ceske-domacnosti-i-ridice/,cz24news,2025-02-10,P,Účty za energie budou zas o něco vyšší. Nové povolenky dopadnou na české domácnosti i řidiče
cz24_3fa50352,https://cz24.news/fiala-se-chlubil-nizkou-inflaci-neproslo-mu-to/,cz24news,2025-05-01,P,Fiala se chlubil nízkou inflací. Neprošlo mu to
cz24_d4363429,https://cz24.news/zprava-britskeho-institutu-rusi-sokovala-zapad-ruske-letectvo-diky-specialni-operaci-nejbojeschopnejsi-na-planete/,cz24news,2026-01-16,P,Zpráva britského institutu  šokovala Západ: Ruské letectvo díky speciální operaci nejbojeschopnější na planetě!
cz24_f1dd11d3,https://cz24.news/pavel-dudr-eu-pripravuje-novy-holocaust/,cz24news,2026-02-21,P,Pavel Dudr: EU připravuje nový holocaust?
protiproud_68fad2e6,https://protiproud.info/velikonoce-jako-zlomovy-bod-v-nasich-zivotech-krestanstvi-vede-k-zivotu-zatimco-vse-ostatni-vede-ke-smrti-kriz-je-znamenim-spasy-krestanstvi-je-pravda-zatimco-vse-ostatni-je-lez-jsme-li/,Protiproud,2026-04-03,P,Zlomový bod: Desítky tisíc převážně mladých lidí se brzy stanou křesťany.
protiproud_dece55b7,https://protiproud.info/velka-madarska-bitva-i-vlada-politickych-velikanu-jako-je-orban-jednou-konci-prekazel-evropskym-elitam-ikona-evropskeho-konzervativismu-padla-ale-my-jdeme-dal-nenavist-z-kyjeva-i-z-brus/,Protiproud,2026-04-14,P,Ikona evropského konzervativismu padla: Jdeme dál.
protiproud_dd67a9a7,https://protiproud.info/zmatek-dosahuje-vrcholu-blekota-jako-za-covidu-sedm-statecnych-riskuje-lipanek-by-rad-lipany-porad-se-nic-nedeje-jsou-i-jine-zbrane-nez-jaderne-zasadni-otazkou-je-vypalne-dokazeme-rici-/,Protiproud,2026-03-08,P,Zmatek dosahuje vrcholu: Blekota jako za covidu
protiproud_8296c3ed,https://protiproud.info/bio-jen-nalepka-duvera-jen-iluze-na-stole-lezi-chleb-v-nem-stopa-jedu-v-laboratori-cisla-v-regalech-pohadky-kdo-nas-skutecne-krmi-sedlak-nebo-chemie-a-kdo-nese-odpovednost-kdyz-se-pravd/,Protiproud,2026-02-22,P,Bio je často jen klamná nálepka.
protiproud_2b0b124d,https://protiproud.info/nejdulezitejsi-volby-v-eu-tak-to-tvrdi-brusel-madarsko-ma-rozhodnout-o-vsem-o-moci-o-poslusnosti-o-penezich-o-valce-o-migraci-o-tom-kdo-smi-vyhrat-kdo-ma-dostat-podporu-a-kdo-trest-demo/,Protiproud,2026-02-10,P,Nejdůležitější volby v EU: Maďarsko má prý rozhodnout o všem.
